,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,targetValue
10,25.070862,0.19964212,23.592388,25.402157,27.20651,3.6141224,366.7954,350.82043,121.48078,199.27184,0.17249088,1.3417062,0.046637297,0.07068016,0.25091398,0.20427668,4.987546,4.2585025,4.332593,3.295565,0.050384548,2.308672,1.2054882,0.88340247,3.8238032,1.1709712,2.695666,6.3182206,21.48748,0.6215496,467.24875,0.3754641,1179.9901,0.20527536,-152.37418,-0.530193,1491.2621,0.17285031,-154.3308,-0.49062642,2622.1365,0.08350603,-155.47816,-0.47387457,-17.071136,-0.5317225,25.732628,0.38523722,0.010622859,3.5192072,-0.01924504,-0.7123574,-16.793568,27.156313,-0.024718173,-0.014844064,0.9734262,1.3008246,0.19153005,0.1943459,0.55195653,0.8177291,1
11,33.29497,0.22214405,29.181828,34.807793,38.26654,9.084713,372.0988,559.84467,206.16187,345.13397,0.24571149,1.1504958,0.05008723,0.104405284,0.44403088,0.39394367,7.1064463,4.609453,4.7573957,3.4728909,0.05334777,2.077933,1.1375546,0.8835201,6.507003,0.8551631,4.0819383,4.23508,20.994585,0.73388994,619.6859,0.31647882,1279.0515,0.19577518,-141.71541,-0.6045951,1644.7063,0.15795876,-139.66406,-0.5844173,2729.1191,0.1156454,-141.82051,-0.55442595,-16.324863,-0.56183803,27.657345,0.35408223,0.04391519,0.83066815,-0.02236716,-0.6782869,-15.572279,25.802181,-0.019402113,-0.014519228,1.5617927,1.4945652,0.21974747,0.19115394,0.43541235,0.80049926,1
12,30.694237,0.2641816,26.106943,32.53911,35.75885,9.651907,406.28534,447.71283,212.29138,361.54324,0.21774916,1.9133637,0.050555512,0.06943288,0.19887352,0.14831801,9.673556,7.6792884,8.5731325,8.702734,0.04968417,1.5550693,1.3672734,0.7027989,3.9994886,1.402685,4.2537684,5.227576,15.132418,1.198286,489.7931,0.4199802,1186.885,0.18364699,-164.60928,-0.4404108,1503.5453,0.16881263,-161.1211,-0.45049,2502.556,0.10924642,-162.08133,-0.4361092,-13.798787,-0.62502265,23.801167,0.41041398,0.019656615,2.536408,-0.015500923,-0.8255428,-19.617374,31.149769,-0.039889876,-0.0074973824,0.74038917,1.1965812,0.1663492,0.2070833,0.5735461,1.2174093,1
13,30.817251,0.19562197,29.073881,32.493,34.032154,4.958273,484.37112,547.2772,165.06276,263.1692,0.31626034,1.4757365,0.05742161,0.094947696,0.53855985,0.48113823,8.962177,6.4407268,8.07788,7.716752,0.040561102,1.7701553,1.1862701,0.77838725,6.730345,0.75902236,9.346777,1.8612012,26.21377,0.51350254,515.3201,0.4389883,1232.4537,0.20101605,-151.07074,-0.54292375,1515.8954,0.2191519,-150.46808,-0.5133478,2568.8132,0.1362175,-152.34128,-0.4875764,-18.92643,-0.36398774,28.61832,0.28008303,0.033289038,1.1155229,-0.019755514,-0.71207464,-14.446782,23.906075,-0.014328928,-0.012866982,0.9277344,1.0666015,0.25694656,0.2555637,0.6276642,1.0742183,1
14,31.71733,0.17684813,28.515774,32.855988,34.457615,5.941841,484.3142,665.14905,143.91191,207.24043,0.12566115,1.081292,0.049109124,0.06380875,0.17970276,0.13059363,5.420026,4.5288258,3.251823,2.9760592,0.037427224,2.318734,1.1019313,0.90275514,6.89459,0.70131415,6.3033466,2.1614723,22.057898,0.6035031,595.2307,0.3353122,1282.7029,0.18971473,-163.28354,-0.45086607,1638.5695,0.155553,-163.71907,-0.42958868,2624.2988,0.110278614,-165.10704,-0.40927994,-16.482695,-0.5711027,26.817785,0.3894365,0.029199144,1.152759,-0.021514906,-0.67645013,-16.77725,26.85637,-0.0142907845,-0.017956354,1.1564012,1.0912373,0.17864662,0.15975913,0.6789286,1.3202583,1
15,30.695862,0.1585447,28.773605,31.359772,33.907543,5.133938,385.22244,462.51447,122.32574,209.7004,0.18077455,0.95981026,0.054708906,0.11018354,0.28585127,0.23114237,4.7185545,3.500235,2.9931114,2.3017955,0.042816725,2.3343067,1.1756716,0.86381656,6.3147063,0.7484358,2.908494,4.474798,27.562235,0.48425812,543.4565,0.28045028,1200.9584,0.16827159,-121.31473,-0.7580044,1652.679,0.18147416,-127.167404,-0.6523297,2805.6448,0.09570009,-129.09702,-0.6249758,-20.68108,-0.38512236,29.213081,0.31361452,0.045087963,0.7528655,-0.035295036,-0.38230026,-17.655567,26.590136,-0.0060681114,-0.023752997,2.0196962,1.7034069,0.23882352,0.22488469,0.3304975,0.7077691,0
16,32.21797,0.16219394,31.196907,32.438793,34.462227,3.2653198,416.53043,573.69104,121.68701,246.1319,0.23436031,1.0082023,0.051934224,0.117504984,0.41023502,0.3583008,6.622316,5.0121875,4.388372,3.0162518,0.028852418,2.466769,0.95647216,1.0525339,7.2246065,0.734841,10.816372,1.3628476,26.647608,0.5534117,475.87042,0.35070792,1198.3141,0.1980192,-133.61461,-0.67948115,1536.8668,0.17888749,-136.06602,-0.6109333,2575.5547,0.1022224,-137.67717,-0.58697385,-17.354258,-0.5877001,25.890888,0.41678333,0.05663814,0.59967077,-0.022762895,-0.6226579,-14.539883,22.93101,-0.008775675,-0.020140074,2.0329716,1.4698342,0.23819767,0.2336856,0.43512046,1.2761291,0
17,24.969404,0.2481988,21.762127,24.402542,28.800648,7.038521,335.00546,355.43054,177.68312,433.33902,0.22769928,1.2422106,0.05419311,0.108475745,0.35463655,0.30044344,10.34725,14.476119,5.7785225,7.856411,0.05007251,1.8817848,1.3242825,0.8882633,1.9780568,2.3511932,2.3117507,7.4144735,15.602518,0.8818416,506.3672,0.4356209,1229.161,0.18334764,-141.25522,-0.6174432,1514.4098,0.18512882,-142.8113,-0.5795785,2504.5703,0.1067101,-143.06563,-0.5748172,-12.231035,-0.5932404,18.93832,0.4728525,0.03544967,0.9581902,-0.018532772,-0.6772178,-13.095628,22.646507,-0.0038268026,-0.0150401695,0.7462687,1.7205559,0.17211321,0.17353176,0.39137405,1.1604863,0
18,32.544575,0.17452595,29.411955,32.811104,36.403015,6.9910603,373.83197,564.0543,90.6371,146.53142,0.28711477,1.3457443,0.05047569,0.09846326,0.4626838,0.4122081,7.5191774,5.0347867,5.9529634,4.5259953,0.032395527,2.3174493,0.99625826,1.0316521,7.0207114,0.77642065,0.7885815,20.042051,16.794018,0.8545948,477.8436,0.37665674,1197.5255,0.1885054,-143.1321,-0.61219645,1511.8234,0.15878764,-138.93811,-0.6161625,2525.153,0.104086086,-140.68843,-0.5907153,-12.593024,-0.5955507,22.325014,0.37617034,0.059407745,0.5970813,-0.024732834,-0.54296875,-14.6708355,24.317835,-0.010007013,-0.017163303,1.1058708,1.3989806,0.22612403,0.22999597,0.48869917,0.78973746,0
19,34.377632,0.14528745,32.09329,34.470654,37.022163,4.928875,242.05363,354.68832,134.25159,230.25769,0.2302874,0.9964562,0.054205116,0.14294504,0.3777738,0.32356867,4.273254,2.96378,2.9264665,2.2220697,0.02309951,2.6311162,0.8442548,1.0963622,8.876604,0.56563586,3.747793,2.8651679,25.501942,0.52077377,622.42847,0.27453285,1272.6166,0.16618192,-113.89118,-0.82709944,1631.7817,0.16884486,-115.86491,-0.756526,2721.8025,0.08734654,-119.51983,-0.6996673,-17.02495,-0.5404789,27.776999,0.36013946,0.05988491,0.5637472,-0.026935866,-0.6072704,-13.369918,22.739597,-0.005796762,-0.012721079,1.6904262,1.5897757,0.28529412,0.24739309,0.3117143,0.5487821,0
20,30.448992,0.16943997,28.836536,30.37495,32.785633,3.9490967,406.92508,558.4127,148.24524,364.73605,0.24600336,0.841952,0.059479207,0.19324322,0.40866578,0.34918657,5.388822,4.261365,3.7881265,2.9644144,0.036815524,2.4280853,1.0062677,1.0121381,6.2211995,0.8474064,3.577775,3.6639247,24.263718,0.561206,519.10657,0.32048476,1284.209,0.17117262,-111.5039,-0.84309715,1541.4209,0.1542478,-115.07767,-0.75519747,2563.5562,0.08945108,-118.39274,-0.70419985,-16.351715,-0.5043158,26.16281,0.34886652,0.047094688,0.7213399,-0.02336526,-0.6103583,-11.892888,22.204998,-0.014046248,-0.006781933,1.8261608,2.2728882,0.19831775,0.18557054,0.22742765,0.40729815,0
21,31.139273,0.21956229,25.730083,32.51719,35.124092,9.394009,365.30884,489.45078,262.21335,402.2435,0.25254425,1.0739559,0.061152145,0.1309298,0.41541094,0.35425878,6.464706,4.6501155,4.651074,4.266983,0.05936567,1.7697186,1.2630978,0.8555817,5.110459,1.1077791,5.5606103,2.9535098,19.580734,0.7596873,549.2738,0.34135845,1233.3048,0.2056782,-134.33844,-0.66136724,1637.0125,0.15184309,-134.97346,-0.6187129,2671.4375,0.10134513,-136.12877,-0.6014136,-15.402304,-0.5539764,24.32271,0.43553755,0.03894652,0.95797163,-0.022216251,-0.57815546,-12.604778,21.647781,-0.01945876,-0.0094184,1.5698773,1.8065889,0.19124183,0.18040194,0.34214523,0.5755924,0
22,33.141354,0.16379194,30.61516,32.84523,37.139854,6.5246944,319.06677,504.19336,142.35837,242.2487,0.13075396,1.1043824,0.03773529,0.06777384,0.19505884,0.15732354,4.156297,2.9143867,2.6139712,2.215925,0.02926554,2.4967413,1.0044683,1.0453528,7.5780725,0.679266,4.4291015,2.8161373,23.160908,0.57521486,535.1329,0.3547465,1242.6029,0.18997623,-155.9989,-0.5100286,1543.8647,0.17006408,-154.0502,-0.50257224,2628.5645,0.111029066,-156.30348,-0.47040546,-14.318308,-0.6304098,26.099884,0.3992525,0.04033027,0.81531227,-0.017939335,-0.770006,-14.2929945,26.039848,-0.013990697,-0.0067846933,1.3057344,1.4385458,0.16740584,0.1402328,0.51692307,0.87200123,0
23,32.843086,0.18368755,30.896606,32.735664,35.64592,4.7493134,433.40854,682.7725,222.24452,482.88593,0.20720226,1.1873884,0.04706154,0.10516549,0.31837708,0.27131554,6.035174,3.7514708,4.192514,3.245035,0.037855327,2.470427,1.0483552,0.9751476,6.4141297,0.83871555,2.9966373,4.725902,17.752302,0.77798814,474.16888,0.33305022,1144.2864,0.19468756,-143.1225,-0.61188215,1544.0531,0.15340447,-142.06027,-0.58635664,2575.4797,0.108738184,-142.92235,-0.5728604,-12.728319,-0.5966327,21.414173,0.43883038,0.05108111,0.66034436,-0.02250895,-0.6261939,-12.003291,20.845423,-0.009971787,-0.0092491675,1.5860524,1.5381821,0.19779527,0.18235299,0.43241107,0.91390663,0
24,30.690487,0.19921763,28.503468,31.29129,34.315693,5.8122253,354.1616,457.45334,102.25547,118.24515,0.21085449,0.95198554,0.046612065,0.12737274,0.37121248,0.32460043,5.056164,3.0430443,3.3719304,2.2054474,0.042542264,2.161259,1.1624688,0.9176738,6.409354,0.8553864,8.147917,1.5989234,27.203732,0.547341,502.11414,0.32109988,1260.5613,0.18509136,-123.90131,-0.7385885,1564.9115,0.1759999,-127.02349,-0.65744483,2616.3472,0.107444905,-128.968,-0.6292809,-19.429495,-0.46705732,28.810247,0.34777474,0.04324855,0.8064367,-0.024748037,-0.56459576,-14.342125,23.78457,-0.014993408,-0.013224705,2.2614334,1.7146974,0.23743698,0.21291038,0.32910255,0.88212913,0
25,30.096577,0.19647522,26.989807,30.001175,32.12418,5.1343727,284.42075,412.27768,190.55748,430.8237,0.5677516,0.84679645,0.12663035,0.42701155,0.9790616,0.85243124,7.6314497,4.303151,5.696094,3.6006405,0.03819706,2.1263628,1.2073475,0.8413063,5.151804,0.95713663,-1.3739302,-9.764436,18.305933,0.73519284,498.06262,0.40906438,1258.5614,0.19914289,-77.85172,-1.2527374,1494.2363,0.16502102,-79.5015,-1.153998,2536.5933,0.10866725,-85.23751,-1.0204679,-13.097391,-0.6058,26.3199,0.36711773,0.06136446,0.678013,-0.025331605,-0.61552006,-8.4689045,18.7527,-0.016119638,-0.007321652,2.4204514,1.9812305,0.3049428,0.25138396,0.19332506,0.28263444,0
26,26.67125,0.22656882,24.42207,27.425278,29.745943,5.3238735,278.92392,269.9236,174.2797,231.5366,0.12414282,1.2934064,0.039575104,0.058301006,0.13575906,0.096183956,4.938071,3.3767555,3.2801707,2.1396472,0.0571843,1.9294813,1.3094997,0.80138236,3.8629797,1.3012694,3.1868339,4.4532933,28.114193,0.47540817,529.8612,0.29374716,1218.9222,0.20449826,-170.02357,-0.4085048,1632.4578,0.18511365,-172.36578,-0.36545563,2723.981,0.11095083,-173.0447,-0.3547377,-19.389765,-0.4805361,28.548855,0.35049975,0.042997047,0.8396465,-0.03263371,-0.44179323,-16.989311,27.054798,-0.025573678,-0.014508027,1.0115293,0.83795846,0.18168831,0.17557624,0.9156626,2.2683094,0
27,31.24454,0.18895987,30.29159,32.020035,34.372475,4.080885,367.5929,505.0405,207.58002,375.98843,0.25047603,1.0206411,0.055289377,0.13848512,0.42460746,0.36931807,5.2937813,3.4518297,4.2764993,3.0612686,0.02897531,2.6452723,0.88043994,1.0670348,7.4045997,0.7404481,5.462686,2.87244,22.305374,0.72295797,529.90424,0.30765638,1218.7328,0.18766847,-127.37715,-0.7141516,1618.235,0.16754901,-130.88242,-0.6394599,2650.2551,0.09951942,-131.59091,-0.62726927,-17.543982,-0.47636622,24.906021,0.38184223,0.04356199,0.920816,-0.030487541,-0.44697413,-13.570955,22.029709,-0.028985249,-0.013107561,2.0206556,1.6850147,0.2242,0.19294652,0.3432237,0.80786395,0
28,29.153894,0.20675567,26.47963,29.721823,32.464733,5.9851036,287.97513,387.92032,189.76367,295.88785,0.20765178,1.3382443,0.048976704,0.089466274,0.3118195,0.26284277,7.224971,5.798553,5.1626477,4.73384,0.048281632,2.1338956,1.217387,0.9312079,5.0935144,1.0278565,2.8626041,6.129144,19.830807,0.82890725,465.8486,0.34021345,1202.7599,0.17286031,-140.0718,-0.63514256,1505.9364,0.1562674,-141.31648,-0.5895106,2523.7957,0.096390925,-142.45328,-0.5728723,-15.759837,-0.51816034,24.128244,0.39747074,0.045910183,0.8071925,-0.025274253,-0.52222294,-14.035626,23.545946,-0.02437491,-0.011118919,1.0250949,1.4984016,0.20577778,0.2023472,0.45298162,0.7922671,0
29,31.305367,0.1909978,29.574762,32.203938,34.277206,4.702444,406.869,520.444,137.23405,205.77731,0.45009607,1.2433157,0.051118765,0.14505625,0.86875176,0.817633,10.867257,5.5501995,8.078364,5.357349,0.031497654,2.5706322,1.0866634,1.0708133,6.1245475,0.89507145,4.0125833,4.2068524,21.818289,0.7845638,476.73236,0.35128808,1176.6523,0.21319711,-121.021545,-0.7834454,1494.8593,0.15770897,-123.76232,-0.71374035,2558.5264,0.10715125,-125.85783,-0.68039036,-13.602143,-0.6658031,23.498116,0.4667727,0.06094356,0.6988703,-0.023405788,-0.61136234,-13.701844,22.91228,-0.022062331,-0.010563254,1.9740044,1.5784717,0.25497797,0.21177739,0.37082568,1.02382,0
30,33.014282,0.15386692,30.10256,33.019444,36.3035,6.200941,388.97775,481.3998,133.23976,252.23993,0.25398415,1.0973766,0.054199476,0.1312682,0.42642313,0.37222365,6.32283,4.650636,4.8406796,4.279163,0.031443853,2.4128923,1.0204092,0.93887794,6.8239894,0.74774283,8.311264,1.8428565,18.075178,0.7252017,499.17773,0.40961406,1172.6222,0.19997221,-133.96086,-0.6703568,1563.3083,0.1838324,-130.35194,-0.65397274,2591.135,0.1135682,-130.7977,-0.6461181,-13.433996,-0.6407945,21.398829,0.4246141,0.045473997,0.77722776,-0.018593194,-0.75689346,-12.393066,21.203604,-0.024808675,-0.0076999012,1.4956964,1.7997036,0.20682351,0.20130093,0.33391997,0.5726589,0
